State,Period,Depression_Score,Anxiety_Score,Mix_Score,deathIncrease,death,hospitalizedCurrently,positiveCasesIncrease,positiveCasesViral,totalTestsPeopleViralIncrease,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
TN,16,24.5,30.7,36.2,27.23076923076923,2631.0,1049.6153846153845,26818.46153846154,3026787.923076923,0.0,42489570.0,147070710.0,540261644.0,109252779.0,128716283.0,67026840.0,88605576.0,92453154.0,33476715.0,12853216.0,6018551.0,1600127.0,258403.0
TX,16,29.0,33.2,38.8,73.38461538461539,16171.307692307691,3434.4615384615386,57736.0,6606933.0,0.0,176612506.0,627039154.0,2157587724.0,484285064.0,533173257.0,259685715.0,330668978.0,344413302.0,131080671.0,49670887.0,19773030.0,3822493.0,1014327.0
UT,16,23.5,31.1,36.1,5.0,489.7692307692308,245.23076923076923,10830.692307692309,1121268.7692307692,6672.153846153846,23901332.0,64609608.0,252081578.0,57048915.0,64695502.0,31905578.0,38006339.0,35670585.0,14938884.0,5962926.0,3089031.0,618136.0,145682.0
VT,16,30.1,36.9,44.0,0.0,58.0,0.8461538461538461,4000.769230769231,306287.07692307694,843.6923076923077,4536070.0,13000302.0,49813204.0,9621221.0,12383489.0,6132446.0,7256588.0,8749557.0,3987246.0,1237840.0,364887.0,59543.0,20387.0
VA,16,23.1,28.7,32.9,13.384615384615385,3295.6923076923076,928.9230769230769,796.9230769230769,145301.38461538462,0.0,59442604.0,179052576.0,669891115.0,144864996.0,158563190.0,82525031.0,107541347.0,109256408.0,40112289.0,18171150.0,7348312.0,1180719.0,327673.0
WA,16,25.2,34.5,38.5,6.923076923076923,2158.6153846153848,259.9230769230769,492.0769230769231,90267.53846153847,0.0,57188106.0,153808442.0,516604349.0,114402961.0,127256350.0,60873085.0,81043631.0,85850562.0,31440668.0,10915226.0,3856462.0,564901.0,400503.0
WV,16,27.5,37.1,42.8,3.076923076923077,366.3076923076923,169.0,6227.076923076923,599896.0,0.0,12958202.0,37605094.0,131907579.0,26056278.0,32159488.0,15993627.0,21071411.0,20950792.0,9385517.0,4512937.0,1526778.0,216893.0,33858.0
WI,16,21.6,30.7,34.5,13.384615384615385,1413.076923076923,800.3076923076923,12627.307692307691,1622942.3846153845,12627.307692307691,40647754.0,122132150.0,452979713.0,95370377.0,106989956.0,53687896.0,70097746.0,75059843.0,31260838.0,13681590.0,5825515.0,827719.0,178233.0
WY,16,22.2,27.0,33.1,0.3076923076923077,53.15384615384615,41.76923076923077,2175.153846153846,175953.92307692306,748.6153846153846,4229202.0,11947434.0,47946185.0,11470572.0,13519361.0,6132110.0,4962604.0,4517463.0,3789607.0,2394836.0,1017328.0,121201.0,21103.0
AL,17,27.7,29.9,36.0,15.461538461538462,2809.4615384615386,870.1538461538462,6652.846153846154,1267697.076923077,0.0,28077971.0,108782417.0,393606692.0,77847663.0,98352262.0,53079351.0,65085385.0,62440790.0,22738763.0,9752893.0,3630917.0,593082.0,85586.0
AK,17,25.7,33.0,38.5,0.6153846153846154,67.0,55.84615384615385,4311.923076923077,541339.6153846154,0.0,6300273.0,14276419.0,53675758.0,15237124.0,14371523.0,7274328.0,7980142.0,4975766.0,2525441.0,963486.0,162401.0,112449.0,73098.0
AZ,17,30.8,35.1,39.8,8.307692307692308,5837.0,779.3846153846154,10280.76923076923,1650819.076923077,10280.76923076923,55051710.0,145754378.0,518833632.0,121474653.0,128283877.0,61957593.0,79086648.0,84276669.0,28147535.0,9795942.0,4562390.0,953998.0,294327.0
AR,17,27.3,32.0,38.5,17.076923076923077,1732.3846153846155,601.3846153846154,10167.692307692309,1235772.6153846155,0.0,17567769.0,66819331.0,235754809.0,49251362.0,62211827.0,29562023.0,36478665.0,34903584.0,13687395.0,6436944.0,2731508.0,434350.0,57151.0
CA,17,27.7,35.3,39.9,59.69230769230769,17040.076923076922,3035.846153846154,126854.76923076923,17150815.46153846,0.0,324997133.0,782600127.0,2685109821.0,664352673.0,678352213.0,315321551.0,384541810.0,385539942.0,163621308.0,67911479.0,20322855.0,3659893.0,1486097.0
CO,17,26.1,34.1,37.7,5.615384615384615,2056.6923076923076,501.38461538461536,10475.384615384615,1098734.923076923,10475.384615384615,46376465.0,113099327.0,521077926.0,124267734.0,134016089.0,63875406.0,80488220.0,78406268.0,24390561.0,11052669.0,3362079.0,754363.0,464537.0
CT,17,21.8,32.5,36.9,4.3076923076923075,4559.384615384615,212.07692307692307,22874.69230769231,2041072.7692307692,0.0,26634165.0,73400455.0,290563160.0,63170728.0,79177709.0,36128486.0,42634295.0,44159593.0,17111386.0,6558612.0,1234493.0,201253.0,186605.0
DE,17,23.3,31.7,34.3,2.0,670.0,106.23076923076923,2024.5384615384614,329726.6153846154,2024.5384615384614,6876708.0,20204080.0,81431974.0,18223709.0,20649570.0,10453285.0,13094619.0,11638242.0,4915831.0,1945514.0,474363.0,23305.0,13536.0
DC,17,26.2,35.1,40.1,0.38461538461538464,641.0769230769231,89.15384615384616,1276.3846153846155,242976.07692307694,1276.3846153846155,7223474.0,12445266.0,63504092.0,20101987.0,17587484.0,8783529.0,9562586.0,5227654.0,1583666.0,427310.0,112119.0,58703.0,59054.0
FL,17,25.9,30.3,35.7,71.53846153846153,16291.692307692309,2115.076923076923,50891.769230769234,8378185.769230769,30039.153846153848,143420722.0,452960378.0,1736746070.0,414177554.0,450103777.0,231382943.0,280472584.0,244005966.0,76849670.0,26305863.0,10568367.0,1973292.0,906054.0
GA,17,25.1,33.2,37.8,28.692307692307693,7672.076923076923,1690.4615384615386,21603.846153846152,3335045.5384615385,0.0,68157798.0,226387502.0,900895065.0,193671453.0,222886750.0,113616633.0,146450052.0,138514693.0,54490813.0,19838224.0,9088150.0,1868741.0,469556.0
HI,17,27.5,32.2,38.8,3.3076923076923075,193.53846153846155,87.3076923076923,0.0,308090.0,0.0,10914063.0,28858453.0,103793036.0,28897960.0,28523847.0,12075459.0,14465671.0,17074797.0,2096656.0,433414.0,141964.0,32076.0,51192.0
ID,17,25.9,31.2,35.9,4.846153846153846,538.2307692307693,218.30769230769232,12327.461538461539,454398.6153846154,2518.5384615384614,12595812.0,36522012.0,128954756.0,29084638.0,35006642.0,15949054.0,19154096.0,17788459.0,6815311.0,3335401.0,1446124.0,321446.0,53585.0
IL,17,24.2,30.5,34.8,40.0,9564.23076923077,2270.923076923077,70381.69230769231,6898431.461538462,0.0,95295166.0,261455074.0,1169081115.0,286639550.0,297519127.0,139964712.0,172992535.0,174323300.0,66689582.0,20464480.0,8140743.0,1678515.0,668571.0
IN,17,27.2,35.3,38.8,24.692307692307693,3998.5384615384614,1469.076923076923,24139.846153846152,2567914.769230769,10331.461538461539,45835733.0,141536851.0,596520524.0,132513358.0,152281828.0,74590990.0,92041823.0,90293211.0,34369224.0,13924657.0,5326497.0,886700.0,292236.0
IA,17,22.4,29.9,33.4,12.538461538461538,1568.6153846153845,506.6923076923077,3191.153846153846,844263.6923076923,3191.153846153846,22140658.0,66231402.0,278759283.0,65228075.0,74689545.0,31902795.0,38228651.0,40028588.0,17170525.0,7730115.0,3231420.0,455262.0,94307.0
KS,17,26.2,34.8,39.6,15.76923076923077,907.8461538461538,395.61538461538464,4142.307692307692,600749.5384615385,4142.307692307692,21484689.0,60037451.0,246908990.0,59033851.0,67131326.0,28625950.0,33791651.0,34448867.0,13957568.0,6232090.0,3009392.0,542764.0,135531.0
KY,17,29.5,35.3,41.9,10.846153846153847,1348.3846153846155,768.3846153846154,16835.846153846152,1711205.6923076923,0.0,31297618.0,93817638.0,407080875.0,85371710.0,104810210.0,53352897.0,64983523.0,60929800.0,22889472.0,9661865.0,4222479.0,718619.0,140300.0
LA,17,31.6,33.6,41.2,13.461538461538462,5774.153846153846,584.7692307692307,14501.076923076924,2614204.0,14501.076923076924,29176800.0,101302584.0,423723964.0,96875483.0,108700246.0,54682134.0,68643255.0,57891651.0,21762867.0,10853132.0,3600473.0,582244.0,132479.0
ME,17,22.8,32.5,35.9,0.23076923076923078,145.53846153846155,9.23076923076923,5714.7692307692305,552483.6923076923,0.0,9879844.0,27595468.0,106626844.0,20196755.0,26549677.0,13362891.0,16868352.0,18682121.0,7273368.0,2675076.0,891686.0,90443.0,36475.0
MD,17,23.8,33.0,37.1,6.6923076923076925,4056.769230769231,441.0769230769231,27155.615384615383,3123704.5384615385,10543.23076923077,43362022.0,125834082.0,500498896.0,113680787.0,120936795.0,59751979.0,78556787.0,81504863.0,31821445.0,10390876.0,2980083.0,607312.0,267969.0
MA,17,25.3,33.8,37.8,19.307692307692307,9768.923076923076,520.3076923076923,66642.92307692308,5305198.538461538,16027.23076923077,56590169.0,136670003.0,663302706.0,159590180.0,179973493.0,81335978.0,96209830.0,96889370.0,35704925.0,10862168.0,1992443.0,340191.0,404128.0
MI,17,25.8,31.3,37.0,22.846153846153847,7402.2307692307695,1085.3076923076924,42679.307692307695,4416552.461538462,0.0,72276306.0,207609314.0,834454472.0,186123198.0,205162614.0,102500299.0,130591712.0,131734957.0,50076822.0,19491705.0,7266819.0,1090067.0,416279.0
MN,17,19.3,25.9,30.6,11.461538461538462,2265.6153846153848,540.0769230769231,14082.461538461539,1698675.8461538462,14082.461538461539,41190183.0,115922829.0,449449865.0,99955075.0,108625312.0,51506846.0,65409861.0,76765981.0,29575838.0,12177728.0,4472640.0,670398.0,290186.0
MS,17,33.4,35.9,41.5,11.384615384615385,3202.4615384615386,654.9230769230769,2348.3846153846152,822800.2307692308,0.0,15851761.0,67771079.0,241162899.0,52721704.0,60836520.0,28426067.0,37540695.0,36300576.0,15022246.0,7008950.0,2736089.0,514011.0,56041.0
MO,17,29.4,35.2,40.8,29.846153846153847,2622.3076923076924,1376.0,26531.69230769231,2311568.6923076925,1406.3076923076924,44837558.0,126703098.0,487193381.0,106132577.0,124034672.0,57655896.0,74261549.0,77296811.0,29810372.0,11281604.0,5557961.0,915379.0,246560.0
MT,17,20.1,29.4,34.8,6.615384615384615,261.0,336.9230769230769,5128.7692307692305,444178.92307692306,0.0,8666203.0,21076285.0,77272574.0,19361561.0,22102091.0,8826206.0,9753433.0,9095979.0,4241378.0,2681847.0,992216.0,158426.0,59437.0
NE,17,21.8,28.6,33.3,5.6923076923076925,561.4615384615385,367.6923076923077,10682.538461538461,813067.3076923077,4180.538461538462,13624419.0,40395085.0,164902086.0,39106573.0,44366022.0,20588297.0,24438113.0,21159898.0,8179622.0,4746579.0,1946832.0,285486.0,84664.0
NV,17,31.0,37.1,41.9,5.769230769230769,1722.923076923077,502.7692307692308,555.3846153846154,1154583.0,3799.230769230769,24360128.0,60602848.0,222624195.0,57233002.0,55104794.0,28168609.0,37856413.0,33116213.0,5688410.0,2900847.0,2009707.0,415302.0,130898.0
NH,17,20.8,26.5,31.0,1.4615384615384615,468.15384615384613,18.0,5933.153846153846,548011.4615384615,2712.6923076923076,9335111.0,28645713.0,122883648.0,23465208.0,31007056.0,14861675.0,18180482.0,21328805.0,9855760.0,3603709.0,509271.0,43542.0,28140.0
NJ,17,23.4,31.0,35.7,8.461538461538462,16237.307692307691,804.7692307692307,37202.846153846156,4231833.923076923,0.0,70690879.0,178747681.0,800333111.0,205153267.0,205971231.0,94765803.0,116030253.0,114369771.0,43244437.0,15869306.0,3868280.0,638772.0,421991.0
NM,17,31.9,39.5,46.3,4.461538461538462,944.7692307692307,206.07692307692307,8738.615384615385,1071940.076923077,0.0,15453836.0,43218148.0,189396359.0,46418125.0,51668236.0,23548379.0,27269776.0,22116594.0,9246117.0,5934575.0,2538639.0,583259.0,72659.0
NY,17,27.0,34.3,38.9,11.076923076923077,25671.615384615383,965.3076923076923,1534.3846153846155,487210.76923076925,0.0,177767100.0,369414752.0,1850075935.0,488964963.0,481423106.0,225810541.0,280202801.0,256412648.0,76058673.0,29270760.0,9431489.0,1336624.0,1164330.0
NC,17,21.4,27.0,32.4,27.23076923076923,4010.230769230769,1167.8461538461538,32731.53846153846,3663451.923076923,0.0,67993986.0,222747374.0,872133708.0,172533075.0,215771787.0,112982213.0,146899723.0,142034933.0,51051068.0,20121165.0,9000911.0,1424993.0,313840.0
ND,17,20.2,28.0,30.9,7.0,318.9230769230769,234.92307692307693,7654.076923076923,776742.9230769231,1748.6923076923076,5406298.0,15875858.0,60841628.0,14975317.0,17023088.0,7881951.0,7952257.0,6356456.0,3258351.0,2327766.0,850338.0,187474.0,28630.0
OH,17,25.0,31.7,37.2,15.384615384615385,5118.461538461538,1208.3846153846155,41182.846153846156,3967683.769230769,0.0,83691846.0,243612530.0,1003365984.0,228815557.0,254724350.0,123481879.0,157253019.0,158666312.0,51289102.0,19808164.0,7688272.0,1228124.0,411205.0
OK,17,25.9,34.8,39.3,10.153846153846153,1195.5384615384614,848.3076923076923,12216.153846153846,1479215.1538461538,0.0,27603745.0,82802467.0,314517153.0,72754266.0,82795847.0,37742494.0,46783135.0,47161799.0,16133035.0,7450103.0,3159324.0,447286.0,89864.0
OR,17,26.9,36.6,41.4,3.8461538461538463,632.9230769230769,192.6153846153846,6057.923076923077,791980.0,6057.923076923077,34050983.0,83288981.0,320297661.0,76543855.0,85608202.0,39751859.0,45122203.0,46462500.0,16166343.0,7635607.0,2433561.0,412959.0,160572.0
PA,17,22.2,31.6,35.4,22.23076923076923,8543.307692307691,943.0,33964.38461538462,3648204.153846154,15404.615384615385,96661462.0,261936218.0,1043319751.0,245650757.0,263781405.0,129825045.0,161953270.0,155507616.0,52705431.0,23278405.0,9215553.0,1031717.0,370552.0
RI,17,24.0,35.6,39.1,3.4615384615384617,1165.8461538461538,138.76923076923077,3015.230769230769,402585.6923076923,3015.230769230769,7939297.0,21665523.0,89140239.0,20964123.0,24858230.0,11244279.0,13145629.0,13006559.0,4198157.0,1318728.0,302885.0,58712.0,42937.0
SC,17,25.1,32.8,36.5,19.0,3701.3076923076924,740.3076923076923,16932.0,1618139.3846153845,0.0,31283019.0,111072537.0,432900514.0,87911395.0,108403330.0,56637607.0,72547700.0,69911115.0,23343665.0,8919108.0,4425160.0,666602.0,134832.0
SD,17,19.7,24.2,28.7,6.6923076923076925,334.2307692307692,328.38461538461536,5132.076923076923,374965.46153846156,2053.230769230769,5913312.0,18789268.0,79824047.0,19725897.0,21791817.0,9606424.0,10591863.0,9468951.0,4681174.0,2565668.0,1188421.0,168707.0,35125.0
TN,17,23.9,32.0,37.8,28.153846153846153,2976.923076923077,1312.076923076923,26206.615384615383,3385498.6153846155,0.0,42998098.0,146562182.0,572868514.0,118210327.0,141987895.0,72878819.0,93462035.0,93871797.0,32990801.0,12291738.0,5561516.0,1380875.0,232711.0
TX,17,29.4,34.7,41.4,68.61538461538461,17144.23076923077,4639.0,61317.46153846154,7440069.230769231,0.0,178503055.0,625148605.0,2259844846.0,516048729.0,578019363.0,276933584.0,344190708.0,346144416.0,127882979.0,47798937.0,18270256.0,3472182.0,1083692.0
UT,17,22.4,29.1,33.1,4.0,551.8461538461538,308.0769230769231,10746.0,1272527.6153846155,7417.846153846154,23896957.0,64613983.0,269253128.0,61927986.0,70939752.0,34477382.0,40753202.0,36471112.0,15270675.0,5868358.0,2802822.0,590511.0,151328.0
VT,17,21.5,33.3,36.1,0.0,58.0,3.076923076923077,4246.846153846154,362513.76923076925,884.4615384615385,4594738.0,12941634.0,54114848.0,10436529.0,14203751.0,6922934.0,7814802.0,9111724.0,4007103.0,1228652.0,324277.0,49477.0,15599.0
VA,17,23.8,30.0,35.6,16.076923076923077,3483.846153846154,1002.2307692307693,851.5384615384615,157372.3076923077,0.0,59679995.0,178815185.0,715353294.0,158312070.0,176580896.0,89650336.0,112912420.0,111844106.0,40455521.0,17535420.0,6783424.0,993402.0,285699.0
WA,17,28.4,35.9,41.7,6.538461538461538,2260.3076923076924,296.6923076923077,626.0,98857.38461538461,0.0,57520690.0,153475858.0,567714216.0,134262981.0,144111542.0,67344152.0,86026691.0,88811395.0,31748559.0,10845190.0,3610742.0,548026.0,404938.0
WV,17,25.2,31.9,36.0,2.8461538461538463,408.2307692307692,190.46153846153845,6996.0,690794.4615384615,0.0,13124763.0,37438533.0,144009035.0,29501062.0,37094588.0,17911466.0,22350225.0,21685168.0,9339720.0,4439712.0,1459133.0,199023.0,28938.0
WI,17,22.7,32.1,36.0,23.53846153846154,1675.8461538461538,1169.2307692307693,20501.23076923077,1858332.3076923077,20501.23076923077,41114117.0,121665787.0,479219062.0,104323782.0,119170497.0,57762321.0,73155927.0,75151546.0,30615582.0,12784536.0,5310394.0,770925.0,173552.0
WY,17,20.8,28.3,32.0,1.5384615384615385,62.53846153846154,68.6923076923077,2729.3076923076924,215684.23076923078,768.0769230769231,4326743.0,11849893.0,50161503.0,12150860.0,14858009.0,6779262.0,5021379.0,4451454.0,3578830.0,2237313.0,939363.0,121764.0,23269.0
AL,18,33.8,35.3,44.8,14.76923076923077,2999.076923076923,1018.2307692307693,7226.307692307692,1365060.5384615385,0.0,11350861.0,37527849.0,146037226.0,30913129.0,38747021.0,19944072.0,23492700.0,21011806.0,7166544.0,3028641.0,1477117.0,221289.0,34907.0
AK,18,27.1,32.7,38.2,1.0769230769230769,82.0,99.46153846153847,14659.076923076924,671098.3846153846,0.0,2316821.0,5031353.0,21349024.0,6863557.0,5866011.0,2841578.0,2876554.0,1631459.0,821214.0,314251.0,52661.0,50096.0,31643.0
AZ,18,27.2,35.5,40.3,21.0,6034.538461538462,1006.6153846153846,12196.923076923076,1806563.7692307692,12196.923076923076,22191335.0,49525125.0,185204009.0,46764041.0,41972795.0,20956349.0,28293914.0,32062781.0,10101672.0,3083474.0,1377261.0,465142.0,126580.0
AR,18,28.3,38.8,41.6,19.307692307692307,1991.3076923076924,653.8461538461538,10244.615384615385,1374143.8461538462,0.0,7010806.0,23127444.0,87816433.0,19098000.0,24377696.0,11406535.0,13293186.0,12046797.0,4357525.0,2016725.0,1017433.0,180374.0,22162.0
CA,18,29.7,38.2,43.7,44.38461538461539,17734.615384615383,3321.846153846154,137802.3076923077,19028994.307692308,0.0,124950881.0,270619569.0,945846756.0,244098148.0,231008679.0,110095853.0,136241469.0,133887772.0,56920852.0,24063325.0,7331174.0,1507115.0,692369.0
CO,18,29.2,40.5,43.3,7.461538461538462,2134.769230769231,925.0,13419.307692307691,1263499.2307692308,13419.307692307691,18284309.0,38671331.0,183593348.0,42746328.0,45193937.0,22221694.0,29703661.0,29354091.0,8758745.0,4177700.0,1033925.0,233733.0,169534.0
CT,18,26.6,38.2,41.8,7.923076923076923,4640.538461538462,365.61538461538464,27390.23076923077,2380834.3846153845,0.0,10185360.0,25541290.0,109922237.0,24361168.0,30414015.0,13328171.0,15287455.0,16592902.0,6802504.0,2534854.0,443906.0,71055.0,86207.0
DE,18,28.0,37.7,41.5,2.5384615384615383,709.0769230769231,107.07692307692308,1879.923076923077,355771.0,1879.923076923077,2626598.0,7045112.0,29582979.0,6674640.0,7602324.0,3596196.0,4594754.0,4200207.0,1871204.0,824437.0,205658.0,7904.0,5655.0
DC,18,31.1,45.6,50.1,0.8461538461538461,648.6923076923077,93.15384615384616,1252.0,260262.3076923077,1252.0,2589096.0,4435454.0,29414801.0,9572062.0,7956488.0,4303979.0,4535073.0,2246244.0,605754.0,126265.0,31429.0,18002.0,19505.0
FL,18,30.1,38.3,43.6,52.46153846153846,17094.153846153848,2507.6153846153848,53436.307692307695,9142727.615384616,32191.69230769231,61313252.0,151679998.0,590709591.0,140150658.0,155272751.0,79049005.0,95781264.0,80680324.0,25215519.0,9119927.0,4215698.0,826417.0,398028.0
GA,18,30.9,39.0,46.4,64.07692307692308,8297.846153846154,1788.076923076923,21154.076923076922,3624616.3076923075,0.0,26996546.0,78198204.0,336424809.0,75318053.0,85927086.0,42319446.0,53468747.0,49774321.0,19245277.0,6518669.0,3031745.0,643563.0,177902.0
HI,18,30.1,37.0,43.4,0.6923076923076923,217.92307692307693,63.46153846153846,0.0,308090.0,0.0,4076834.0,10127636.0,41538533.0,11740542.0,11303276.0,4750286.0,5729414.0,6957991.0,788500.0,153630.0,78883.0,14739.0,21272.0
ID,18,28.1,35.3,42.2,8.153846153846153,642.0,268.84615384615387,4030.4615384615386,531357.0,2690.076923076923,4952002.0,12590078.0,44334437.0,9970900.0,11948917.0,5397844.0,6868409.0,6315516.0,2233857.0,966695.0,457761.0,152715.0,21823.0
IL,18,28.5,36.2,41.8,55.76923076923077,10209.384615384615,3628.769230769231,83136.46153846153,7966250.692307692,0.0,38208343.0,89202457.0,415586953.0,102921639.0,105919626.0,49990961.0,61111684.0,61489097.0,23150553.0,7042328.0,3012058.0,661564.0,287443.0
IN,18,29.4,35.0,40.9,36.15384615384615,4438.846153846154,1869.076923076923,37286.38461538462,3009903.846153846,13575.923076923076,18686335.0,48232445.0,206940600.0,44605314.0,55171483.0,26038578.0,31624835.0,30661291.0,11294281.0,4910201.0,2172709.0,340053.0,121855.0
IA,18,29.4,41.0,44.3,14.461538461538462,1765.0,773.6923076923077,5899.846153846154,908181.9230769231,5899.846153846154,8765956.0,22795494.0,93297745.0,21450123.0,25346644.0,10776050.0,12882609.0,13142791.0,5581388.0,2473181.0,1395506.0,212185.0,37268.0
