State,Period,Depression_Score,Anxiety_Score,Mix_Score,deathIncrease,death,hospitalizedCurrently,positiveCasesIncrease,positiveCasesViral,totalTestsPeopleViralIncrease,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
AK,11,27.4,35.1,39.6,0.0,17.0,27.166666666666668,2678.6666666666665,143764.83333333334,0.0,2994357.0,7325547.0,26171877.0,7595345.0,6734414.0,3306024.0,3800450.0,2742395.0,1248726.0,446962.0,141634.0,49275.0,106652.0
AZ,11,33.9,39.9,44.2,62.333333333333336,2181.6666666666665,3446.0,13450.666666666666,687099.3333333334,13450.666666666666,27430266.0,72972778.0,231147500.0,62862760.0,51154054.0,25333206.0,33595470.0,37462154.0,12676822.0,4191160.0,2804138.0,705440.0,362296.0
AR,11,34.8,40.0,45.1,5.0,318.3333333333333,415.6666666666667,6038.833333333333,375546.6666666667,0.0,8027178.0,34166372.0,119405810.0,28275026.0,29912096.0,14622976.0,18232582.0,17166942.0,6444712.0,2920214.0,1455278.0,301208.0,74776.0
CA,11,31.8,39.1,44.5,87.5,6941.833333333333,7919.166666666667,113130.0,5359297.5,0.0,151302168.0,402496462.0,1195707936.0,305036270.0,291441316.0,135349132.0,167522416.0,174334398.0,74431884.0,31199602.0,12308064.0,2569286.0,1515568.0
CO,11,26.1,35.2,39.2,8.333333333333334,1587.0,340.0,6540.5,391898.5,6540.5,20628498.0,59109398.0,254448456.0,68839540.0,59090496.0,29183270.0,37481258.0,37902200.0,12285164.0,5679042.0,2715550.0,665784.0,606152.0
CT,11,26.7,31.0,35.7,4.833333333333333,4355.833333333333,76.83333333333333,9052.166666666666,564905.8333333334,0.0,12219402.0,37797908.0,149108494.0,37917066.0,37830350.0,17759504.0,21353756.0,21731446.0,7990686.0,3246658.0,891986.0,160902.0,226140.0
DE,11,23.3,31.0,34.4,0.5,517.1666666666666,56.833333333333336,1721.5,135527.16666666666,1721.5,3217060.0,10323334.0,39938530.0,10373472.0,9776048.0,4890450.0,6129438.0,5440872.0,2120034.0,846142.0,313728.0,26338.0,22008.0
DC,11,20.8,23.8,28.0,0.6666666666666666,568.0,93.16666666666667,1803.6666666666667,93525.5,1803.6666666666667,3458606.0,6375764.0,34884626.0,13386498.0,8436800.0,4556598.0,4725972.0,2592646.0,774188.0,209894.0,83242.0,50732.0,68056.0
FL,11,31.7,39.0,43.6,87.16666666666667,4309.333333333333,7621.4,87333.0,3099082.8333333335,60996.166666666664,66324148.0,231866402.0,823279522.0,215611610.0,203539636.0,103343222.0,127716738.0,114479910.0,36352428.0,13000794.0,6500094.0,1578510.0,1156580.0
GA,11,29.0,37.1,43.6,22.0,2995.3333333333335,2510.6666666666665,22206.333333333332,1084017.5,0.0,32418436.0,114854214.0,430735900.0,101904206.0,100536230.0,51751030.0,68260732.0,65067456.0,25654254.0,9353678.0,5860080.0,1703434.0,644800.0
HI,11,28.3,31.4,36.7,0.5,19.5,23.0,1905.8333333333333,109950.66666666667,1495.6666666666667,5481676.0,14404582.0,43498727.0,13382882.0,11229508.0,4910273.0,5803316.0,7072570.0,754853.0,157119.0,98454.0,30538.0,59214.0
ID,11,27.5,32.4,37.3,1.3333333333333333,100.83333333333333,135.33333333333334,3144.0,122242.0,3144.0,5848098.0,18710814.0,64079390.0,16858046.0,15967180.0,7398448.0,9204574.0,8610896.0,3200340.0,1545984.0,949242.0,238198.0,106482.0
IL,11,23.7,28.9,34.0,18.333333333333332,7374.0,1410.1666666666667,33144.0,1962000.5,0.0,44490652.0,133884468.0,562571958.0,153620060.0,135244296.0,65222934.0,81140072.0,81243942.0,30118710.0,9410344.0,4806100.0,1125624.0,639876.0
IN,11,29.4,36.8,40.7,7.166666666666667,2756.6666666666665,716.6666666666666,10756.166666666666,729676.8333333334,7092.0,20851084.0,72835208.0,293965336.0,72615528.0,71125450.0,35690892.0,44528728.0,43810552.0,15679700.0,6385284.0,3139972.0,659758.0,329472.0
IA,11,17.7,25.2,28.9,3.6666666666666665,748.5,177.33333333333334,5766.666666666667,370480.1666666667,5766.666666666667,10115550.0,34070480.0,131561342.0,33592496.0,33145274.0,14798242.0,17898126.0,18652352.0,7664826.0,3426988.0,1856852.0,403796.0,122390.0
KY,11,30.7,37.8,42.2,4.5,623.8333333333334,415.8333333333333,6579.666666666667,437513.8333333333,0.0,14090902.0,48466726.0,203350780.0,47401360.0,49913748.0,25698554.0,31768578.0,29675788.0,10805742.0,4692362.0,2649260.0,558250.0,187138.0
LA,11,31.1,40.6,45.4,17.666666666666668,3403.6666666666665,1209.0,18453.0,929118.5,18453.0,13591186.0,51648506.0,204354096.0,50854660.0,50303016.0,25758668.0,32754246.0,27571298.0,9933794.0,4614760.0,1988584.0,396712.0,178358.0
ME,11,22.4,26.9,33.0,0.6666666666666666,112.66666666666667,16.833333333333332,2089.0,120573.33333333333,0.0,4411384.0,14326272.0,56771742.0,12959654.0,13375058.0,6982438.0,8567902.0,9192170.0,3521324.0,1297986.0,734036.0,81678.0,59496.0
MD,11,22.2,29.9,33.6,9.833333333333334,3313.1666666666665,395.6666666666667,14694.666666666666,791708.8333333334,10493.5,20540214.0,64057838.0,253738566.0,68111320.0,57816722.0,29505558.0,38676526.0,38270344.0,14356454.0,4463300.0,1813414.0,424656.0,300272.0
MA,11,23.8,34.2,38.2,16.166666666666668,8311.5,592.0,15698.5,1260900.0,10286.0,25944250.0,70685836.0,339780196.0,93986746.0,86271220.0,40125580.0,48087494.0,46869706.0,16728388.0,5525200.0,1378784.0,295916.0,511162.0
MI,11,23.0,31.7,35.6,10.666666666666666,6305.0,517.6666666666666,22521.5,1300235.1666666667,0.0,33083090.0,106859720.0,421443640.0,110914376.0,97048026.0,49037788.0,63083910.0,63117038.0,23151220.0,9086968.0,4630792.0,851122.0,522400.0
MN,11,22.0,27.5,31.5,4.166666666666667,1538.0,242.16666666666666,596.8333333333334,41787.333333333336,0.0,19226408.0,59330098.0,214417164.0,54531384.0,48168914.0,23106968.0,30226440.0,35659482.0,13385732.0,5594174.0,2947592.0,499690.0,296788.0
MS,11,36.1,38.0,46.5,14.0,1236.6666666666667,987.8333333333334,5901.666666666667,335959.8333333333,0.0,7422406.0,34389014.0,116661982.0,26990044.0,28650648.0,13824088.0,18129090.0,17340272.0,6742270.0,2938604.0,1567852.0,397786.0,81328.0
MO,11,25.8,35.3,38.7,7.833333333333333,1069.3333333333333,867.6666666666666,14312.333333333334,598267.1666666666,10460.5,20238084.0,65532244.0,244371580.0,59677776.0,58554420.0,28587212.0,37037262.0,37451194.0,14026290.0,5092338.0,3001900.0,630778.0,312410.0
MT,11,28.5,35.6,40.2,1.8333333333333333,29.5,25.333333333333332,2495.8333333333335,114842.33333333333,0.0,3848940.0,11023330.0,39454992.0,10992610.0,10132832.0,4240010.0,4839350.0,4743692.0,2268074.0,1369278.0,660986.0,128510.0,79650.0
NE,11,26.4,31.3,34.1,1.0,285.0,97.66666666666667,4592.0,260123.16666666666,3533.3333333333335,6242076.0,20767676.0,75670332.0,18968500.0,19207340.0,9238232.0,11208058.0,9709038.0,3692580.0,2107614.0,1176478.0,242224.0,120268.0
NV,11,33.3,42.8,46.4,9.833333333333334,590.0,934.6666666666666,9291.5,430043.8333333333,6151.5,11646484.0,30835004.0,103620872.0,29788294.0,23743328.0,12169796.0,16694100.0,15134990.0,2838988.0,1412236.0,1313478.0,332604.0,193058.0
NH,11,28.7,28.9,35.1,1.1666666666666667,389.3333333333333,22.333333333333332,2460.5,179258.16666666666,1252.8333333333333,4173162.0,14817250.0,63459410.0,14529160.0,14949732.0,7403790.0,9454256.0,10454292.0,4510880.0,1718382.0,353282.0,39794.0,45842.0
NJ,11,28.7,37.1,42.0,26.5,15342.5,901.5,23897.166666666668,1665179.8333333333,0.0,33538892.0,91180388.0,396910122.0,116874346.0,96915310.0,44409086.0,55134572.0,52898152.0,19459200.0,7721712.0,2527630.0,480746.0,489368.0
NM,11,30.1,38.6,41.7,4.0,543.1666666666666,162.66666666666666,6719.833333333333,413822.3333333333,0.0,7142864.0,22193128.0,92573428.0,24331532.0,23883760.0,11193470.0,13326550.0,10992406.0,4364516.0,2632850.0,1371312.0,376610.0,100422.0
NY,11,25.0,34.2,38.3,8.333333333333334,24977.166666666668,814.8333333333334,707.6666666666666,401330.8333333333,0.0,85361472.0,188229454.0,919022130.0,276707232.0,224985410.0,107395336.0,133798640.0,120277136.0,34695800.0,13276052.0,5646616.0,1111638.0,1128270.0
NC,11,26.4,34.0,38.3,18.5,1500.6666666666667,1065.3333333333333,26360.666666666668,1187231.3333333333,0.0,31399778.0,113970902.0,428386976.0,95741870.0,100963654.0,53325064.0,70064908.0,67680966.0,23762462.0,9300574.0,5722470.0,1390422.0,434586.0
ND,11,25.2,30.5,33.3,0.0,78.0,36.166666666666664,4554.0,225825.5,1521.6666666666667,2469434.0,8171644.0,28262600.0,7592866.0,7409236.0,3532800.0,3603258.0,2958500.0,1449288.0,1041886.0,511832.0,107476.0,55458.0
OH,11,21.2,31.7,34.8,13.0,3044.1666666666665,944.3333333333334,21310.333333333332,984965.3333333334,0.0,38366368.0,125285820.0,497112200.0,128440980.0,117672380.0,58581336.0,76240750.0,76675284.0,24405438.0,8982928.0,4581384.0,981730.0,549990.0
OK,11,30.8,40.1,44.7,3.5,420.1666666666667,497.1666666666667,7867.5,422250.6666666667,0.0,12539484.0,42663622.0,151249368.0,37502250.0,37288330.0,17846772.0,22405188.0,22923856.0,7755988.0,3371100.0,1699624.0,359052.0,97208.0
OR,11,31.7,38.6,43.9,3.3333333333333335,234.83333333333334,216.16666666666666,4845.833333333333,290830.1666666667,4845.833333333333,16049880.0,42620102.0,158324442.0,45721508.0,38429562.0,17890620.0,21228512.0,22066446.0,7402760.0,3511246.0,1479780.0,331200.0,262808.0
PA,11,27.5,34.2,40.3,19.833333333333332,6895.166666666667,660.1666666666666,13437.5,912966.3333333334,13437.5,44911352.0,134387488.0,518102538.0,138283662.0,123584834.0,61265922.0,78197880.0,74250716.0,24473196.0,11048250.0,5737922.0,803848.0,456308.0
RI,11,31.1,36.5,42.0,2.3333333333333335,978.5,62.333333333333336,3689.0,282441.8333333333,1898.0,3536924.0,11265486.0,46255618.0,12594706.0,11764748.0,5464290.0,6701024.0,6490154.0,2211490.0,707946.0,231434.0,48556.0,41270.0
SC,11,25.3,30.7,34.3,18.166666666666668,951.8333333333334,1462.8333333333333,10601.833333333334,490538.8333333333,0.0,14501276.0,56676502.0,217248354.0,51729536.0,52224926.0,26965726.0,34366046.0,33477588.0,10797316.0,4085384.0,2786758.0,595508.0,219566.0
SD,11,24.1,32.6,34.7,1.8333333333333333,107.33333333333333,61.5,989.6666666666666,89934.66666666667,989.6666666666666,2684110.0,9667180.0,35977874.0,9279356.0,8832740.0,4234644.0,4931046.0,4518346.0,2130438.0,1213358.0,666730.0,129810.0,41406.0
TN,11,31.4,38.2,41.9,13.666666666666666,738.0,1171.5,20130.0,1019208.0,0.0,19823636.0,74956504.0,285576896.0,66983398.0,68136304.0,34845096.0,44937844.0,45373396.0,14949434.0,5526146.0,3432728.0,1073714.0,318836.0
TX,11,32.2,40.6,45.9,84.83333333333333,3132.0,10193.0,56662.0,2460697.3333333335,0.0,85864248.0,315961582.0,1039898334.0,261956518.0,249936202.0,121241118.0,154355786.0,157914184.0,58371024.0,21074358.0,10951678.0,2770824.0,1326642.0
UT,11,24.2,29.5,34.3,4.166666666666667,213.5,244.0,8033.5,493725.1666666667,6380.166666666667,10990052.0,33265418.0,133432496.0,35038410.0,32157266.0,15945136.0,19378156.0,18080772.0,7386982.0,2875680.0,1800554.0,531720.0,237820.0
VT,11,20.7,33.4,35.4,0.0,56.0,14.333333333333334,1369.8333333333333,90976.33333333333,978.0,2052780.0,6715406.0,28823304.0,6653512.0,7156376.0,3733142.0,4161052.0,4502856.0,1794300.0,535696.0,220352.0,44796.0,21222.0
VA,11,24.0,32.6,35.2,12.0,1961.3333333333333,1047.1666666666667,837.8333333333334,67417.16666666667,0.0,27781898.0,91465692.0,363408008.0,94053310.0,84822850.0,43586358.0,55389444.0,53441182.0,18859430.0,7971838.0,4081736.0,747744.0,454116.0
WA,11,27.2,35.7,40.5,2.5,1414.6666666666667,328.3333333333333,12125.0,672768.8333333334,12125.0,27486416.0,78011858.0,280485222.0,80902376.0,65658008.0,30776990.0,40110276.0,40861710.0,14070176.0,4973708.0,2104704.0,402502.0,624772.0
WV,11,29.4,36.1,40.9,0.3333333333333333,95.66666666666667,56.666666666666664,3347.3333333333335,205134.66666666666,0.0,5999832.0,19281816.0,73579814.0,17240242.0,18044016.0,8854774.0,11345576.0,10872146.0,4312608.0,1909954.0,811898.0,143370.0,45230.0
WI,11,24.6,31.1,36.6,3.1666666666666665,825.3333333333334,277.6666666666667,11132.833333333334,684521.8333333334,11132.833333333334,18733486.0,62656466.0,232495806.0,56232272.0,54467892.0,27232370.0,34886516.0,35723138.0,13985494.0,6020724.0,3110388.0,642444.0,194568.0
WY,11,21.7,29.4,33.0,0.16666666666666666,21.166666666666668,13.166666666666666,537.6666666666666,54678.833333333336,349.3333333333333,1940328.0,6147990.0,25918638.0,7177980.0,6775636.0,3106642.0,2616728.0,2422118.0,1980598.0,1121820.0,604732.0,81712.0,30672.0
AL,12,32.7,39.9,43.3,15.333333333333334,1277.0,1489.1666666666667,9815.166666666666,576974.6666666666,0.0,13784010.0,54646184.0,190328500.0,41502306.0,45726454.0,25036952.0,30953078.0,29856134.0,10642206.0,4179144.0,1918770.0,431506.0,81950.0
AK,12,27.4,33.8,38.8,0.16666666666666666,17.666666666666668,29.666666666666668,3755.5,170670.16666666666,0.0,3149302.0,7171206.0,25427386.0,7517678.0,6344001.0,3119021.0,3537775.0,2626038.0,1514120.0,504278.0,139073.0,47050.0,78352.0
AZ,12,34.3,41.3,44.9,80.66666666666667,2711.3333333333335,3236.5,12080.333333333334,778634.1666666666,12080.333333333334,28892440.0,71510604.0,235100970.0,64807204.0,52575876.0,25886660.0,33851408.0,37551644.0,12533282.0,4345560.0,2755730.0,518898.0,274708.0
AR,12,33.7,36.8,43.5,6.5,355.8333333333333,468.3333333333333,7403.833333333333,418603.3333333333,0.0,8566840.0,33626710.0,118679500.0,28006494.0,30020620.0,14359806.0,18060668.0,17239826.0,6451400.0,2839212.0,1355812.0,288848.0,56814.0
CA,12,31.2,38.9,44.1,88.0,7591.5,8468.833333333334,123942.66666666667,6227488.333333333,0.0,161324836.0,392473794.0,1128169960.0,280045948.0,269940850.0,127570954.0,160780724.0,171941662.0,72811216.0,29639146.0,11771418.0,2515168.0,1152874.0
CO,12,29.1,38.0,41.5,7.0,1619.6666666666667,393.8333333333333,6850.5,437237.0,6850.5,21670444.0,58067452.0,256161724.0,68534688.0,60507756.0,29524476.0,37777598.0,38362848.0,12377954.0,5412122.0,2474840.0,688694.0,500748.0
CT,12,25.9,30.4,35.1,4.333333333333333,4398.166666666667,63.333333333333336,9790.166666666666,635615.5,0.0,12752538.0,37264772.0,150270052.0,37629560.0,37881018.0,17994590.0,21805952.0,22687198.0,8218092.0,3083654.0,722138.0,132730.0,115120.0
DE,12,26.5,29.0,36.6,0.6666666666666666,522.6666666666666,51.333333333333336,2493.1666666666665,151429.0,2493.1666666666665,3395806.0,10144588.0,40590576.0,10388396.0,9869448.0,4984362.0,6207328.0,5755736.0,2273128.0,828320.0,252576.0,18574.0,12708.0
DC,12,23.8,33.9,36.1,1.5,577.6666666666666,86.33333333333333,1758.8333333333333,106402.33333333333,1758.8333333333333,3560396.0,6273974.0,33275310.0,12418812.0,8222754.0,4314090.0,4583248.0,2542316.0,849074.0,198276.0,70272.0,34964.0,41504.0
FL,12,30.7,35.1,40.5,115.5,5048.166666666667,9264.833333333334,84669.66666666667,3720297.8333333335,60750.833333333336,69792646.0,228397904.0,815159204.0,213122668.0,201720010.0,102801438.0,126876528.0,113928530.0,36215420.0,12313772.0,5918784.0,1357830.0,904224.0
GA,12,29.7,35.5,40.0,27.166666666666668,3167.8333333333335,3007.6666666666665,24344.333333333332,1253209.1666666667,0.0,34000004.0,113272646.0,431020804.0,101092398.0,101816788.0,51520422.0,68359914.0,66409200.0,25461768.0,9104114.0,5344974.0,1447838.0,463388.0
HI,12,29.3,37.2,41.3,0.3333333333333333,23.166666666666668,39.333333333333336,2205.8333333333335,124793.33333333333,1537.6666666666667,5726021.0,14160237.0,43948441.0,13498933.0,11386923.0,4892445.0,5972278.0,7080427.0,804193.0,155487.0,92179.0,27492.0,38084.0
ID,12,34.2,37.3,45.5,3.1666666666666665,117.0,194.33333333333334,2833.3333333333335,143268.5,2833.3333333333335,6253784.0,18305128.0,64238744.0,16433542.0,16299198.0,7421848.0,9214252.0,8738530.0,3334124.0,1632420.0,912046.0,174158.0,78626.0
IL,12,29.5,38.0,43.2,15.0,7483.166666666667,1409.5,38208.833333333336,2222296.3333333335,0.0,46273046.0,132102074.0,557851682.0,150113772.0,134582144.0,65032686.0,81032240.0,81793960.0,29979380.0,9103472.0,4671360.0,1057128.0,485540.0
IN,12,32.0,36.8,42.0,10.166666666666666,2818.5,805.6666666666666,13062.666666666666,820328.1666666666,9702.666666666666,21941162.0,71745130.0,291397804.0,71177136.0,71010250.0,35511418.0,44125018.0,44013784.0,15777162.0,6133828.0,2818412.0,600162.0,230634.0
IA,12,25.3,31.3,37.8,6.666666666666667,790.3333333333334,212.16666666666666,5893.666666666667,410928.8333333333,5893.666666666667,10736216.0,33449814.0,132563178.0,33311710.0,33582364.0,14912254.0,18080914.0,19166004.0,7904396.0,3467196.0,1719486.0,322066.0,96788.0
KY,12,30.6,35.9,41.7,4.833333333333333,665.0,494.8333333333333,8217.0,488420.5,0.0,15031480.0,47526148.0,199805046.0,45584550.0,49661380.0,25338144.0,31374872.0,29797070.0,10720728.0,4473632.0,2292634.0,436890.0,125146.0
LA,12,31.7,38.5,43.1,24.5,3537.6666666666665,1455.1666666666667,20293.666666666668,1067867.8333333333,20293.666666666668,14455978.0,50783714.0,202127914.0,50285460.0,49924382.0,25276028.0,32075490.0,27510910.0,10108180.0,4551684.0,1911264.0,352854.0,131662.0
ME,12,25.3,35.7,37.8,0.6666666666666666,116.33333333333333,11.333333333333334,2380.1666666666665,135881.33333333334,0.0,4599832.0,14137824.0,57726300.0,12987382.0,13560938.0,7119170.0,8805584.0,9457574.0,3835378.0,1394544.0,465596.0,62776.0,37358.0
MD,12,29.5,33.2,39.3,10.166666666666666,3372.5,452.3333333333333,20553.166666666668,922158.6666666666,14046.5,21367076.0,63230976.0,250775558.0,66182210.0,57106714.0,29057572.0,38156784.0,39100314.0,14566222.0,4285850.0,1778780.0,359080.0,182032.0
MA,12,23.7,31.1,35.2,13.666666666666666,8419.166666666666,510.8333333333333,15215.166666666666,1375349.6666666667,11645.833333333334,26971734.0,69658352.0,341740074.0,93714652.0,86789538.0,40253428.0,48706144.0,48050530.0,16894204.0,5519582.0,1316030.0,241820.0,254146.0
MI,12,28.6,36.3,40.7,8.666666666666666,6364.666666666667,680.0,27192.0,1486708.8333333333,0.0,34276826.0,105665984.0,420463990.0,107959226.0,97559456.0,49112178.0,64054520.0,64299236.0,23413420.0,8871326.0,4160876.0,724890.0,308862.0
MN,12,24.2,32.2,35.7,5.0,1578.5,256.1666666666667,619.1666666666666,45933.0,0.0,19653024.0,58903482.0,217037904.0,55005548.0,48967084.0,23524528.0,30454678.0,36092300.0,13710782.0,5645870.0,2966040.0,446610.0,224464.0
MS,12,36.5,38.6,48.0,16.5,1348.0,1111.8333333333333,6364.166666666667,378700.8333333333,0.0,7881856.0,33929564.0,116649756.0,26585804.0,29064752.0,13760776.0,18202684.0,17579578.0,6728128.0,2906000.0,1395842.0,362926.0,63266.0
MO,12,24.8,34.9,37.9,6.833333333333333,1128.0,875.0,15376.666666666666,702409.8333333334,10395.5,21521118.0,64249210.0,241328488.0,58081902.0,58346362.0,28101808.0,36551372.0,37482094.0,13966566.0,5058604.0,2927132.0,578656.0,233992.0
MT,12,28.4,27.5,36.0,1.0,37.5,45.333333333333336,2874.0,133887.66666666666,0.0,4053282.0,10818988.0,39783384.0,11045468.0,10248246.0,4256026.0,4821952.0,4766154.0,2307824.0,1455804.0,701656.0,114294.0,65960.0
NE,12,25.2,30.0,37.3,3.3333333333333335,299.8333333333333,108.83333333333333,3913.5,291516.5,3116.0,6551242.0,20458510.0,77468644.0,19274530.0,19825312.0,9476020.0,11416660.0,10115086.0,3882292.0,2147360.0,1045772.0,205422.0,80190.0
NV,12,38.6,43.7,46.8,9.666666666666666,646.6666666666666,1047.1666666666667,7657.166666666667,485326.6666666667,5459.833333333333,12522628.0,29958860.0,102384584.0,29246860.0,23895394.0,12049450.0,16295508.0,14824968.0,2946052.0,1470932.0,1232968.0,290632.0,131820.0
NH,12,28.8,34.0,40.7,1.0,396.3333333333333,21.0,2823.1666666666665,198617.83333333334,1285.5,4365530.0,14624882.0,65194334.0,14881726.0,15050808.0,7681482.0,9854436.0,11102770.0,4690274.0,1569248.0,305052.0,31594.0,26944.0
NJ,12,26.8,34.2,37.6,17.666666666666668,15495.0,821.1666666666666,12601.333333333334,1787041.3333333333,0.0,34718132.0,90001148.0,397000032.0,116412250.0,96294256.0,44352612.0,55537432.0,54143414.0,19918178.0,7468718.0,2204866.0,417952.0,250354.0
NM,12,37.6,44.7,47.5,5.166666666666667,572.1666666666666,160.83333333333334,7421.0,463928.8333333333,0.0,7505772.0,21830220.0,93361126.0,24226300.0,24228514.0,11434858.0,13394228.0,11114010.0,4550458.0,2691986.0,1322890.0,327982.0,69900.0
NY,12,29.3,36.2,41.1,9.166666666666666,25039.166666666668,747.1666666666666,695.8333333333334,406490.8333333333,0.0,87757590.0,185833336.0,920860058.0,274291270.0,225819824.0,107127800.0,134918198.0,123494958.0,35459152.0,13011572.0,5081182.0,937978.0,718124.0
NC,12,30.5,33.1,39.5,16.666666666666668,1627.8333333333333,1141.3333333333333,29060.0,1385603.8333333333,0.0,32993686.0,112376994.0,430678648.0,95629542.0,102856158.0,53526826.0,70329798.0,68927042.0,24206830.0,9050476.0,4843990.0,1027768.0,280218.0
ND,12,26.8,30.3,33.8,0.5,82.33333333333333,41.666666666666664,4687.5,254727.83333333334,1775.1666666666667,2522204.0,8118874.0,29056264.0,7759552.0,7557662.0,3645792.0,3609766.0,3080718.0,1588962.0,1129304.0,550326.0,97958.0,36224.0
OH,12,24.9,32.8,37.1,24.0,3154.8333333333335,1048.5,22862.0,1143875.5,0.0,40055820.0,123596368.0,497992458.0,127106106.0,118623748.0,58992748.0,76631718.0,78099436.0,24647040.0,8842294.0,3880554.0,815988.0,352826.0
OK,12,33.5,39.6,44.1,4.833333333333333,449.6666666666667,592.1666666666666,8823.0,478476.1666666667,0.0,13214688.0,41988418.0,151622060.0,37317172.0,37493128.0,17754300.0,22481458.0,23320446.0,7820098.0,3421056.0,1630108.0,295188.0,89106.0
OR,12,36.4,45.4,50.2,3.6666666666666665,258.5,235.83333333333334,5561.333333333333,328739.8333333333,5561.333333333333,16936140.0,41733842.0,157317796.0,44285728.0,38812548.0,17981172.0,20968220.0,22382402.0,7537186.0,3542776.0,1320378.0,282368.0,205018.0
PA,12,20.5,29.2,31.8,13.5,7007.166666666667,696.0,14502.666666666666,1016950.0,14502.666666666666,46999280.0,132299560.0,519206912.0,136967846.0,124859960.0,61470656.0,78865294.0,75730506.0,24736688.0,10628030.0,4913106.0,727168.0,307658.0
RI,12,25.9,41.8,44.5,1.5,991.5,62.5,3435.1666666666665,307968.5,1514.8333333333333,3655476.0,11146934.0,47013036.0,12668936.0,12169790.0,5540668.0,6832030.0,6637756.0,2257450.0,666012.0,179628.0,40076.0,20690.0
SC,12,32.3,35.7,42.3,37.166666666666664,1140.1666666666667,1590.5,12079.0,569736.0,0.0,15344718.0,55833060.0,216350254.0,51513936.0,52267778.0,26670102.0,34418288.0,33665186.0,10840732.0,4004360.0,2358902.0,474566.0,136404.0
SD,12,27.6,27.6,35.4,1.1666666666666667,116.83333333333333,63.666666666666664,1050.3333333333333,97307.0,1050.3333333333333,2714088.0,9637202.0,37401140.0,9508460.0,9324204.0,4285674.0,5082060.0,4793850.0,2277856.0,1281376.0,702434.0,113796.0,31430.0
TN,12,33.7,40.1,43.6,14.666666666666666,835.0,1397.6666666666667,23393.0,1182379.8333333333,0.0,20941194.0,73838946.0,286121062.0,66643498.0,68889338.0,34938660.0,45255376.0,45772092.0,15048500.0,5454498.0,2949980.0,931056.0,238064.0
TX,12,32.4,38.4,44.3,119.83333333333333,3881.6666666666665,10626.0,66895.83333333333,2878392.1666666665,0.0,90444082.0,311381748.0,1046693936.0,263789632.0,252215952.0,121705408.0,155231612.0,160478764.0,58368584.0,20994088.0,10429232.0,2471724.0,1008940.0
UT,12,28.5,34.6,37.8,3.0,242.16666666666666,250.83333333333334,7969.0,551998.1666666666,6139.333333333333,11867034.0,32388436.0,131347184.0,33978294.0,31733556.0,15738684.0,19133002.0,18258350.0,7198438.0,2818084.0,1908480.0,389682.0,190614.0
VT,12,21.4,29.2,33.2,0.0,56.0,24.666666666666668,1699.6666666666667,101205.0,1098.1666666666667,2132742.0,6635444.0,29858252.0,6819418.0,7437796.0,3900398.0,4337236.0,4739678.0,1860044.0,539622.0,180208.0,30860.0,12992.0
VA,12,27.0,34.2,38.3,9.333333333333334,2025.1666666666667,1167.3333333333333,959.6666666666666,73973.0,0.0,29187440.0,90060150.0,361883254.0,91412936.0,85816810.0,43616230.0,54976046.0,54898154.0,18999758.0,7685408.0,3585038.0,609908.0,282966.0
WA,12,32.2,37.1,43.8,8.166666666666666,1437.6666666666667,363.6666666666667,18020.0,780366.0,18020.0,28819798.0,76678476.0,286128722.0,82944496.0,67392282.0,31461146.0,40937054.0,41429728.0,14182936.0,5002056.0,1960920.0,331044.0,487060.0
WV,12,28.0,31.1,37.0,0.6666666666666666,100.0,73.0,3735.8333333333335,228797.66666666666,0.0,6402638.0,18879010.0,73546814.0,17237048.0,18135934.0,8818576.0,11289024.0,11045320.0,4294180.0,1813978.0,769610.0,114358.0,28786.0
WI,12,23.9,29.9,33.3,5.333333333333333,849.6666666666666,335.6666666666667,11611.833333333334,767542.0,11611.833333333334,19452924.0,61937028.0,233638962.0,55883414.0,54983022.0,27437844.0,35147124.0,36381904.0,14353906.0,5897876.0,2884220.0,523154.0,146498.0
WY,12,31.6,38.8,41.3,0.5,24.166666666666668,16.0,280.8333333333333,60893.833333333336,178.5,2023140.0,6065178.0,26560150.0,7054012.0,6962260.0,3202050.0,2663942.0,2628244.0,2094506.0,1248498.0,611422.0,69402.0,25814.0
AL,13,27.7,30.6,37.2,18.923076923076923,2055.153846153846,1074.3846153846155,8666.76923076923,929774.2307692308,0.0,28069046.0,108791342.0,371701007.0,74900279.0,86916003.0,48466668.0,62042880.0,61528919.0,22464883.0,9274718.0,4657614.0,1108350.0,340693.0
AK,13,22.2,30.5,34.8,0.6153846153846154,33.92307692307692,44.84615384615385,2970.846153846154,331909.07692307694,0.0,6121839.0,14271746.0,47408731.0,11612723.0,12371734.0,6415499.0,7516286.0,5270592.0,2476023.0,1063333.0,308597.0,161075.0,212869.0
AZ,13,26.4,30.4,35.1,38.46153846153846,4843.461538461538,940.6153846153846,7708.076923076923,1159476.5384615385,7708.076923076923,55854820.0,144951268.0,479988236.0,112570642.0,113126864.0,55796202.0,72771466.0,80471076.0,27134686.0,9515308.0,6436008.0,1362041.0,803943.0
