Period,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,State
5.0,2897845.4285714286,10485910.57142857,47431809.14285714,12364918.0,11946699.42857143,5794557.428571428,7013870.857142857,6734612.285714285,2301139.714285714,818136.5714285715,358376.28571428574,75330.28571428571,24168.285714285714,IN
5.0,1320869.7142857143,4502140.285714285,19754328.85714286,5273156.571428572,5239114.857142857,2259738.5714285714,2670536.285714286,2631390.0,995966.2857142857,399414.28571428574,228200.0,43870.857142857145,12941.142857142857,KS
5.0,1941187.142857143,6995616.857142857,33165482.0,8041739.714285715,8384463.142857143,4276224.857142857,5129920.0,4727117.428571428,1612122.5714285714,630620.5714285715,299909.4285714286,51149.142857142855,12215.142857142857,KY
5.0,1835789.4285714286,7484166.571428572,32638606.285714287,8296653.142857143,8238418.285714285,4091623.4285714286,5093843.428571428,4337314.285714285,1553248.2857142857,679086.0,288786.85714285716,46816.0,12816.57142857143,LA
5.0,3641186.5714285714,10163111.42857143,55402146.28571428,16108059.714285715,14455919.142857144,6378888.0,7572953.714285715,7389474.857142857,2573344.5714285714,713082.2857142857,141652.85714285713,30127.714285714286,38643.42857142857,MA
5.0,2893450.285714286,9191985.714285715,40398789.71428572,11421519.142857144,9558886.0,4521025.142857143,5870471.428571428,6000181.428571428,2151269.4285714286,603783.4285714285,211619.42857142858,42859.142857142855,17175.14285714286,MD
5.0,614094.0,2062714.0,9245215.42857143,2090848.5714285714,2252404.285714286,1139549.4285714286,1426459.7142857143,1520033.142857143,557502.5714285715,179160.85714285713,66835.14285714286,7384.0,5037.714285714285,ME
5.0,4690712.0,15301118.0,66258293.428571425,18089788.85714286,15928566.0,7704496.285714285,9752679.142857144,9614186.285714285,3356190.5714285714,1187895.142857143,504139.14285714284,89070.57142857143,31281.428571428572,MI
5.0,2563214.0,8659144.0,35892940.85714286,9746028.57142857,8323448.857142857,3854974.8571428573,4907857.714285715,5690666.571428572,2077635.142857143,811130.0,397815.71428571426,61277.71428571428,22105.714285714286,MN
5.0,2779358.0,9473546.0,39563658.85714286,10100156.285714285,9783506.0,4567585.714285715,5822008.285714285,5867968.285714285,2155751.714285714,745599.7142857143,420287.14285714284,79622.85714285714,21172.85714285714,MO
5.0,1000940.0,4972120.0,18545251.14285714,4322746.857142857,4697712.857142857,2231451.1428571427,2880789.1428571427,2703151.4285714286,1021344.5714285715,428148.28571428574,208131.14285714287,45936.0,5839.714285714285,MS
5.0,517216.0,1607174.142857143,6600590.857142857,1920064.5714285714,1792619.7142857143,717705.1428571428,798717.8571428572,717076.7142857143,343976.0,196582.7142857143,88722.42857142857,16984.85714285714,8140.857142857143,MT
5.0,4346335.714285715,16420904.285714285,68776261.14285715,15946929.142857144,17008145.714285713,8623080.0,10960534.57142857,10562944.0,3537065.1428571427,1245120.2857142857,709476.8571428572,154187.42857142858,28778.0,NC
5.0,325340.0,1194814.0,4834082.0,1383690.857142857,1293538.857142857,601081.4285714285,591548.2857142857,475413.14285714284,230433.42857142858,163132.85714285713,75446.0,13994.57142857143,5802.571428571428,ND
5.0,866891.7142857143,2991644.285714286,12429773.714285715,3269688.8571428573,3200518.5714285714,1511961.4285714286,1800515.4285714286,1571752.857142857,567965.4285714285,314530.28571428574,155964.57142857142,29604.571428571428,7271.714285714285,NE
5.0,565300.5714285715,2147615.4285714286,10507620.857142856,2473726.0,2541263.714285714,1249920.857142857,1570118.0,1709553.142857143,697182.5714285715,224805.7142857143,35156.0,3236.285714285714,2658.5714285714284,NH
5.0,4783523.714285715,13033516.285714285,62036978.85714286,19078314.0,15538555.42857143,6782707.428571428,8270628.571428572,8039581.142857143,2903783.4285714286,1014061.4285714285,317098.5714285714,64056.0,28192.85714285714,NJ
5.0,966398.5714285715,3224457.4285714286,15257736.0,4213888.285714285,4050702.285714286,1856593.142857143,2125444.0,1672095.7142857143,683186.5714285715,400210.5714285714,194905.14285714287,51270.0,9440.285714285714,NM
5.0,1667545.7142857143,4401238.285714285,16706008.857142856,5083796.0,3959399.4285714286,1934192.857142857,2583494.8571428573,2274594.285714286,404940.28571428574,212440.57142857142,194016.2857142857,41047.71428571428,18086.571428571428,NV
5.0,12263087.42857143,26821330.57142857,143506137.7142857,44998122.28571428,35752134.0,16452707.142857144,20324078.285714287,18197259.714285713,5119073.142857143,1781820.5714285714,675658.5714285715,130588.57142857143,74695.42857142857,NY
5.0,5240267.428571428,18138616.57142857,79696219.71428572,21277449.42857143,19543853.714285713,9501497.714285715,11999637.714285715,11867539.714285715,3617168.8571428573,1221520.0,523150.0,103248.85714285714,41153.71428571428,OH
5.0,1643388.2857142857,6242769.714285715,25135640.285714287,6382040.857142857,6337476.0,2974657.714285714,3692470.0,3743703.714285714,1216338.857142857,511648.28571428574,232017.14285714287,37229.71428571428,8058.0,OK
5.0,2269299.714285714,6112126.285714285,25054529.14285714,7559579.428571428,6332754.0,2835432.285714286,3183884.5714285714,3307983.4285714286,1083890.0,487388.28571428574,195822.57142857142,43557.142857142855,24237.428571428572,OR
5.0,6289861.428571428,19324258.57142857,83666038.0,23594398.0,20720463.42857143,9711190.857142856,12159441.142857144,11525516.0,3647092.285714286,1454462.2857142857,727113.1428571428,96841.71428571429,29519.14285714286,PA
5.0,490546.28571428574,1624083.7142857143,7585248.0,2208889.714285714,1991538.0,884144.8571428572,1064918.2857142857,1010065.7142857143,317029.14285714284,84801.14285714286,16478.285714285714,4211.714285714285,3171.1428571428573,RI
5.0,1966020.5714285714,8202233.428571428,34555218.0,8353033.428571428,8653376.857142856,4305482.571428572,5433462.571428572,5200276.285714285,1610252.2857142857,574804.0,342916.0,66861.71428571429,14752.285714285714,SC
5.0,367811.4285714286,1396658.5714285714,6102817.428571428,1626948.5714285714,1560348.0,729839.7142857143,834161.7142857143,742868.0,333005.71428571426,171282.0,85132.57142857143,15547.142857142857,3684.0,SD
5.0,2666051.4285714286,10873968.57142857,46676462.0,11195857.714285715,11593820.285714285,5776269.428571428,7249044.285714285,7161514.0,2297354.5714285714,816822.5714285715,443078.5714285714,118502.57142857143,24198.0,TN
5.0,11336530.857142856,46067159.14285714,170665397.7142857,44247535.71428572,42370254.571428575,19986752.57142857,24751896.57142857,25082062.0,8985135.142857144,3232052.8571428573,1556116.5714285714,352639.14285714284,100952.57142857143,TX
5.0,1511281.142857143,4810928.857142857,21961147.714285713,6021727.428571428,5584992.0,2681242.5714285714,3098491.4285714286,2741607.4285714286,1064969.7142857143,390526.85714285716,272261.14285714284,77186.0,28143.14285714286,UT
5.0,3938662.8571428573,13096707.142857144,58057773.14285714,15593217.714285715,14135628.285714285,6925344.571428572,8548459.42857143,8325770.857142857,2824203.714285714,1076040.857142857,520348.5714285714,83374.85714285714,25384.285714285714,VA
5.0,281452.0,971146.0,4936382.571428572,1182087.7142857143,1273341.142857143,657348.8571428572,705904.0,742917.4285714285,269676.0,77330.0,22666.85714285714,3292.5714285714284,1818.0,VT
5.0,3916010.5714285714,11155171.42857143,44262239.71428572,13247045.142857144,10874868.57142857,4836098.571428572,6043076.285714285,6099784.857142857,2063678.857142857,689834.2857142857,289987.14285714284,57544.57142857143,60321.42857142857,WA
5.0,2510493.4285714286,9116642.57142857,37848354.85714286,9515945.42857143,9086230.57142857,4439028.0,5581981.428571428,5727591.714285715,2159412.8571428573,851044.0,401124.0,72172.57142857143,13824.285714285714,WI
5.0,832954.8571428572,2778709.1428571427,12234656.0,3004222.285714286,3128967.1428571427,1527340.5714285714,1850930.857142857,1708936.0,636987.7142857143,252434.57142857142,105680.85714285714,16468.85714285714,2687.1428571428573,WV
5.0,264794.0,890680.0,4350783.142857143,1256156.857142857,1175571.142857143,553519.1428571428,421415.71428571426,379793.14285714284,300956.0,167600.2857142857,80902.0,11631.714285714286,3237.1428571428573,WY
6.0,391598.71428571426,1082673.2857142857,4426362.714285715,1264678.5714285714,1201240.7142857143,572432.8571428572,603702.0,457733.71428571426,213169.42857142858,75802.14285714286,20803.714285714286,5829.142857142857,10970.42857142857,AK
6.0,1693306.857142857,8082435.142857143,29850106.714285713,6614920.285714285,7286842.285714285,3959453.285714286,4835627.857142857,4608839.142857143,1587368.5714285714,604999.0,279595.4285714286,60954.142857142855,11506.714285714286,AL
6.0,1037042.2857142857,4990607.714285715,19125318.42857143,4567762.857142857,4853120.142857143,2350616.1428571427,2938224.0,2725397.714285714,1005198.4285714285,431940.85714285716,205299.57142857142,40887.42857142857,6871.285714285715,AR
6.0,3481934.5714285714,10861357.42857143,39097490.71428572,10754276.714285715,9215146.42857143,4457890.571428572,5626400.428571428,5930286.142857143,1918163.142857143,652152.7142857143,424784.85714285716,81637.42857142857,36752.28571428572,AZ
6.0,19983952.42857143,59130137.571428575,193340052.57142857,50412302.571428575,48257262.571428575,21908060.0,26791229.42857143,27755718.14285714,11462599.857142856,4493067.714285715,1747546.7142857143,365545.4285714286,146720.14285714287,CA
6.0,2717838.8571428573,8673289.142857144,41870408.0,11547741.285714285,10282584.57142857,4838982.857142857,6065510.142857143,5961752.714285715,1843063.7142857143,797364.5714285715,384753.85714285716,90946.14285714286,57708.142857142855,CO
6.0,1622363.4285714286,5522966.571428572,24117062.714285713,6366957.0,6362094.142857143,2893769.5714285714,3397638.0,3373071.4285714286,1181290.857142857,389044.0,103353.14285714286,20201.0,29643.571428571428,CT
6.0,482836.0,922074.0,5480915.428571428,2173091.4285714286,1345232.0,694720.0,703767.1428571428,405150.0,109966.85714285714,26188.85714285714,13385.142857142857,4691.142857142857,4722.857142857143,DC
6.0,422361.14285714284,1511980.857142857,6721755.142857143,1757899.7142857143,1685401.2857142857,828396.8571428572,1010535.0,922679.4285714285,353588.28571428574,125120.0,34849.857142857145,1860.5714285714287,1424.142857142857,DE
6.0,8834643.285714285,33764006.71428572,127048250.42857143,33140415.714285713,32618559.85714286,16171349.42857143,19627124.14285714,17370715.714285713,5316861.714285715,1684308.857142857,815921.1428571428,196254.42857142858,106739.42857142857,FL
6.0,4307137.142857143,16731812.857142856,67487095.42857143,16038886.142857144,16396318.0,8237794.0,10676952.857142856,10061001.857142856,3751663.1428571427,1287401.2857142857,764460.1428571428,207204.0,65414.0,GA
6.0,711515.2857142857,2129378.714285714,7223195.285714285,2236005.4285714286,1932069.7142857143,806781.0,958615.4285714285,1129362.5714285714,121877.85714285714,20659.85714285714,8391.857142857143,2585.285714285714,6846.285714285715,HI
6.0,1303008.142857143,5009281.857142857,22095593.57142857,5741959.571428572,5669215.0,2514444.285714286,3014820.285714286,3102335.714285714,1218025.2857142857,514923.0,257111.42857142858,50011.71428571428,12747.285714285714,IA
6.0,770183.8571428572,2738232.1428571427,10430405.0,2764147.8571428573,2718371.4285714286,1230286.7142857143,1490229.4285714286,1324170.7142857143,503625.0,222827.57142857142,135215.2857142857,31324.0,10207.0,ID
6.0,5875002.857142857,19607157.14285714,89589513.0,25038935.42857143,22067312.285714287,10405760.42857143,12773181.0,12539959.714285715,4508041.0,1333521.5714285714,681114.0,168696.85714285713,72990.71428571429,IL
6.0,2724009.1428571427,10659746.857142856,47421784.28571428,12077602.857142856,11826276.0,5815541.285714285,7142778.142857143,6864940.428571428,2354773.285714286,841578.7142857143,382396.14285714284,83234.71428571429,32662.714285714286,IN
6.0,1245103.4285714286,4577906.571428572,20109963.285714287,5275551.857142857,5263946.142857143,2322146.1428571427,2758168.8571428573,2727846.5714285714,1033494.2857142857,431628.0,235108.7142857143,45743.142857142855,16329.57142857143,KS
6.0,1867788.5714285714,7069015.428571428,32369585.14285714,7533639.571428572,8181843.0,4220257.285714285,5119478.857142857,4672971.714285715,1622571.0,636278.7142857143,305807.71428571426,58084.857142857145,18652.428571428572,KY
6.0,1837661.7142857143,7482294.285714285,31823992.0,7945630.857142857,8115284.285714285,4058766.4285714286,5015121.142857143,4214412.428571428,1483786.7142857143,643969.8571428572,277788.14285714284,50870.28571428572,18361.85714285714,LA
6.0,3516322.5714285714,10287975.42857143,54599174.0,15458733.0,14337872.285714285,6373173.571428572,7559597.857142857,7313584.285714285,2563263.5714285714,738646.1428571428,159067.57142857142,34123.28571428572,61112.42857142857,MA
6.0,2788816.8571428573,9296619.142857144,39903523.428571425,10876842.714285715,9413787.142857144,4562343.428571428,5943586.0,5981622.428571428,2167232.714285714,629651.4285714285,251975.42857142858,49901.71428571428,26580.428571428572,MD
6.0,588004.7142857143,2088803.2857142857,9156063.42857143,2053267.2857142857,2224691.1428571427,1143191.0,1423476.2857142857,1494258.7142857143,555354.0,178792.85714285713,66663.28571428571,7317.142857142857,9051.714285714286,ME
6.0,4378758.428571428,15613071.57142857,66682060.71428572,17669699.714285713,15981890.42857143,7897013.857142857,9961889.714285715,9878797.857142856,3409952.0,1203885.5714285714,527019.0,102698.57142857143,49214.0,MI
6.0,2427503.5714285714,8794854.42857143,36187931.14285714,9496987.57142857,8400295.57142857,3940800.714285714,5025499.857142857,5841755.857142857,2122223.1428571427,842958.1428571428,416287.28571428574,69815.71428571429,31307.285714285714,MN
6.0,2648277.285714286,9604626.714285715,39347683.85714286,9747962.57142857,9660909.714285715,4567190.285714285,5849172.0,5992505.857142857,2211919.1428571427,771743.4285714285,428908.4285714286,88123.42857142857,29249.0,MO
6.0,988813.7142857143,4984246.285714285,18200085.57142857,4157560.8571428573,4584352.142857143,2227486.285714286,2837861.0,2681512.4285714286,1026439.7142857143,424049.4285714286,205813.57142857142,46488.71428571428,8521.42857142857,MS
6.0,506152.4285714286,1618457.5714285714,6532516.428571428,1860800.7142857143,1749601.2857142857,729913.8571428572,799125.0,714494.0,348190.5714285714,206470.57142857142,97113.85714285714,18227.571428571428,8579.0,MT
6.0,4162517.0,16604723.0,68450556.57142857,15399837.142857144,16828242.0,8675035.0,11124839.42857143,10652175.714285715,3569754.1428571427,1279760.5714285714,717270.2857142857,162390.42857142858,41251.857142857145,NC
6.0,313071.14285714284,1207082.857142857,4824764.285714285,1318115.0,1287520.2857142857,611820.1428571428,597207.1428571428,492675.85714285716,243517.57142857142,173264.14285714287,80500.42857142857,14822.57142857143,5321.142857142857,ND
6.0,803278.5714285715,3055257.4285714286,12917586.857142856,3358987.4285714286,3335116.5714285714,1573156.7142857143,1881246.4285714286,1648227.2857142857,604974.7142857143,315522.85714285716,161493.7142857143,28862.714285714286,9998.42857142857,NE
6.0,543871.8571428572,2169044.1428571427,10394303.857142856,2382934.5714285714,2529695.5714285714,1240324.142857143,1572319.2857142857,1702313.5714285714,702668.1428571428,218496.85714285713,37438.0,4008.714285714286,4105.0,NH
6.0,4547993.857142857,13269046.142857144,62808183.428571425,18986301.42857143,15799471.42857143,6932392.714285715,8464688.285714285,8147319.714285715,2950053.285714286,1068060.4285714286,347979.0,68522.57142857143,43394.57142857143,NJ
6.0,920580.2857142857,3270275.714285714,15580303.285714285,4276684.857142857,4146210.285714286,1895755.0,2178130.8571428573,1691869.5714285714,696523.4285714285,420378.28571428574,214613.42857142858,49637.71428571428,10499.857142857143,NM
6.0,1550975.142857143,4517808.857142857,17376855.714285713,5285327.428571428,4097553.8571428573,2037530.142857143,2691189.8571428573,2350968.285714286,427172.85714285716,219777.7142857143,200339.85714285713,46381.0,20614.714285714286,NV
6.0,11718024.857142856,27366393.14285714,144631955.42857143,44277773.28571428,36149332.28571428,16784331.42857143,20848321.57142857,18597251.57142857,5251742.428571428,1791370.2857142857,676728.5714285715,142670.0,112434.0,NY
6.0,4984793.857142857,18394090.14285714,79097006.28571428,20519055.14285714,19405850.14285714,9532180.285714285,12103492.714285715,11969466.714285715,3631676.4285714286,1239982.0,520649.5714285714,119655.71428571429,54997.57142857143,OH
6.0,1571904.142857143,6314253.857142857,25501615.285714287,6444448.142857143,6370733.571428572,3034013.5714285714,3750745.8571428573,3835512.714285714,1251033.857142857,521415.4285714286,242661.2857142857,41206.0,9844.857142857143,OK
6.0,2149754.8571428573,6231671.142857143,25522735.714285713,7430083.714285715,6480663.285714285,2938098.0,3365649.4285714286,3422459.285714286,1121891.4285714286,492926.0,204707.85714285713,42678.42857142857,23578.285714285714,OR
6.0,5949519.571428572,19664600.42857143,84653688.85714285,23331173.57142857,20949948.85714286,10005966.42857143,12550717.285714285,11758997.57142857,3633234.8571428573,1505637.0,761722.2857142857,112025.28571428571,44265.71428571428,PA
6.0,468127.4285714286,1646502.5714285714,7566355.714285715,2107212.285714286,2014087.2857142857,908534.0,1075848.0,1019537.1428571428,334329.28571428574,82070.57142857143,16426.571428571428,4153.0,4157.571428571428,RI
6.0,1881430.0,8286824.0,34402011.0,8142323.0,8584336.0,4326561.857142857,5470055.571428572,5223093.0,1628165.2857142857,584457.7142857143,347385.28571428574,75236.0,20397.285714285714,SC
6.0,344079.0,1420391.0,6201751.428571428,1623186.142857143,1566269.7142857143,742681.4285714285,859877.1428571428,757661.0,350219.4285714286,187090.85714285713,94680.0,15496.285714285714,4589.428571428572,SD
6.0,2552985.4285714286,10987034.57142857,46276116.28571428,10802103.57142857,11419885.285714285,5794435.857142857,7313789.857142857,7227238.428571428,2308123.714285714,819683.2857142857,438061.85714285716,120412.28571428571,32382.14285714286,TN
6.0,10900703.42857143,46502986.571428575,171069845.85714287,43170465.428571425,42442336.0,20166794.14285714,25189878.14285714,25623187.14285714,9111851.42857143,3256822.1428571427,1602620.5714285714,374603.0,131287.85714285713,TX
6.0,1448319.4285714286,4873890.571428572,21955234.285714287,5843307.285714285,5539601.571428572,2736314.1428571427,3165454.8571428573,2790496.1428571427,1087868.0,402956.14285714284,288360.28571428574,74974.14285714286,25901.714285714286,UT
6.0,3742900.1428571427,13292469.857142856,57732779.571428575,14997850.857142856,14000606.42857143,7001776.0,8728079.857142856,8392390.857142856,2859065.1428571427,1078356.4285714286,542697.5714285715,94128.71428571429,37827.71428571428,VA
6.0,271679.5714285714,980918.4285714285,4964370.571428572,1156729.142857143,1303970.4285714286,643676.7142857143,719053.1428571428,760520.8571428572,276158.5714285714,74515.57142857143,23239.714285714286,3374.5714285714284,3131.8571428571427,VT
6.0,3690001.714285714,11381180.285714285,45076152.0,13056069.42857143,11105020.57142857,5078213.285714285,6298471.428571428,6295498.0,2113273.285714286,704103.8571428572,311523.71428571426,57580.142857142855,56398.28571428572,WA
6.0,2370713.285714286,9256422.714285715,38329659.0,9465456.0,9145283.57142857,4504115.0,5756012.0,5865500.428571428,2199840.1428571427,874160.8571428572,422556.71428571426,76428.28571428571,20306.0,WI
6.0,793277.2857142857,2818386.714285714,12074744.142857144,2846145.8571428573,3093664.5714285714,1529083.4285714286,1851965.7142857143,1729733.4285714286,634898.8571428572,256369.42857142858,108674.28571428571,19126.14285714286,5082.428571428572,WV
6.0,252808.14285714287,902665.8571428572,4422077.0,1264935.142857143,1185289.5714285714,546835.1428571428,432098.0,390632.85714285716,317304.4285714286,178795.85714285713,90607.0,11665.0,3914.0,WY
7.0,409645.14285714284,1064626.857142857,4350345.857142857,1284910.857142857,1167052.857142857,542142.0,583759.0,455281.0,212095.85714285713,72826.42857142857,18772.714285714286,4264.142857142857,9241.0,AK
7.0,1669973.7142857143,8105768.285714285,30832492.57142857,6996582.285714285,7447367.428571428,4085473.4285714286,4952947.714285715,4695896.0,1636517.7142857143,649271.4285714285,290201.4285714286,67100.0,11135.142857142857,AL
7.0,1042236.8571428572,4985413.142857143,19424527.42857143,4736193.428571428,4891604.0,2391362.0,2946073.714285714,2741353.4285714286,1008458.5714285715,449665.71428571426,211834.85714285713,40434.57142857143,7547.142857142857,AR
7.0,3613637.714285714,10729654.285714285,38418039.71428572,10882570.857142856,8775642.0,4296996.285714285,5499918.0,5804831.714285715,1882476.857142857,688856.2857142857,456195.4285714286,90384.85714285714,40167.42857142857,AZ
7.0,20383217.714285713,58730872.28571428,188055365.42857143,49641069.14285714,45852539.428571425,21081051.42857143,26102060.0,27185885.42857143,11250670.0,4535364.571428572,1850715.7142857143,420313.14285714284,135696.57142857142,CA
7.0,2802404.8571428573,8588723.142857144,41421082.28571428,11604550.0,9993714.285714285,4717831.714285715,5958944.857142857,5897549.142857143,1850933.4285714286,819613.1428571428,423757.14285714284,101394.57142857143,52794.0,CO
7.0,1639231.7142857143,5506098.285714285,24654210.85714286,6654338.0,6421755.142857143,2965571.714285714,3461064.8571428573,3412165.1428571427,1183338.5714285714,413516.0,97788.0,21721.714285714286,22951.714285714286,CT
7.0,493165.14285714284,911744.8571428572,5539449.142857143,2205790.285714286,1355225.142857143,716934.5714285715,708851.1428571428,409307.71428571426,100807.71428571429,24978.571428571428,8663.42857142857,3902.5714285714284,4988.0,DC
7.0,440164.0,1494178.0,6572310.0,1741046.0,1643592.5714285714,808800.8571428572,983745.1428571428,901016.8571428572,335803.14285714284,120960.28571428571,34041.71428571428,2012.857142857143,1290.5714285714287,DE
7.0,8697633.42857143,33901016.571428575,131256648.85714285,35196754.85714286,33197745.14285714,16483193.142857144,20080978.285714287,17732702.285714287,5492164.285714285,1847531.142857143,908799.7142857143,209116.57142857142,107663.42857142857,FL
7.0,4321056.0,16717894.0,68661348.57142857,16778814.85714286,16455580.57142857,8322975.142857143,10728705.42857143,10108486.857142856,3814385.4285714286,1352059.142857143,812242.5714285715,219961.14285714287,68137.42857142857,GA
7.0,755482.7142857143,2085411.2857142857,6913702.0,2210428.4285714286,1838560.7142857143,763638.2857142857,906157.5714285715,1042858.5714285715,113605.14285714286,21101.571428571428,8614.857142857143,2419.1428571428573,6317.714285714285,HI
7.0,1357104.0,4955186.0,22464306.57142857,6086460.857142857,5727513.714285715,2521717.1428571427,2986316.5714285714,3041984.5714285714,1224765.7142857143,544486.0,267250.0,52172.28571428572,11639.714285714286,IA
7.0,797068.5714285715,2711347.4285714286,10156920.285714285,2710628.5714285714,2619741.4285714286,1171232.5714285714,1442650.0,1296475.7142857143,498889.4285714286,231698.0,144557.42857142858,31061.714285714286,9985.42857142857,ID
7.0,5916574.285714285,19565585.714285713,91559185.71428572,26290431.42857143,22190110.0,10517191.42857143,12925992.285714285,12674531.42857143,4573895.714285715,1420672.5714285714,722785.4285714285,175105.42857142858,68470.0,IL
7.0,2735642.8571428573,10648113.142857144,48762776.85714286,12775227.42857143,11997603.142857144,5911993.428571428,7250893.428571428,6997496.0,2424348.5714285714,891067.4285714285,392904.28571428574,90885.42857142857,30357.714285714286,IN
7.0,1290976.0,4532034.0,20110416.0,5459313.714285715,5175891.428571428,2294592.5714285714,2733703.714285714,2678959.714285714,1017239.4285714285,434568.0,250308.2857142857,48794.28571428572,17044.85714285714,KS
7.0,1877914.0,7058890.0,32984926.57142857,7996673.428571428,8217977.428571428,4216167.714285715,5120732.285714285,4709820.857142857,1647001.142857143,666200.2857142857,334037.14285714284,59297.142857142855,17019.14285714286,KY
7.0,1759040.2857142857,7560915.714285715,33205770.285714287,8446399.714285715,8257017.142857143,4203050.0,5230780.285714285,4413762.571428572,1576232.0,706638.0,304457.71428571426,49801.42857142857,17631.428571428572,LA
7.0,3557728.5714285714,10246569.42857143,55631599.71428572,16136113.714285715,14368366.857142856,6479860.0,7680000.571428572,7431544.857142857,2528794.0,768837.7142857143,157374.57142857142,33438.57142857143,47268.857142857145,MA
7.0,2851942.0,9233494.0,40039076.0,11160594.0,9408692.57142857,4508058.285714285,5944269.142857143,5938616.285714285,2124516.285714286,622198.2857142857,256548.57142857142,51213.71428571428,24368.85714285714,MD
7.0,597450.2857142857,2079357.7142857143,9315789.142857144,2129257.4285714286,2239670.285714286,1147464.0,1438818.2857142857,1525664.2857142857,562347.7142857143,193546.85714285713,65630.28571428571,7872.857142857143,5517.142857142857,ME
7.0,4385752.0,15606078.0,68949869.42857143,18627413.714285713,16433064.0,8156712.857142857,10280590.285714285,10060118.857142856,3471293.1428571427,1234454.0,540896.5714285715,102635.71428571429,42690.28571428572,MI
7.0,2558766.285714286,8663591.714285715,35411737.71428572,9468011.714285715,8145472.285714285,3868716.285714286,4874272.571428572,5589938.0,2062771.7142857143,853066.8571428572,450086.85714285716,68926.28571428571,30475.14285714286,MN
7.0,2670178.285714286,9582725.714285715,40395633.428571425,10330543.142857144,9793825.42857143,4669996.285714285,5953022.571428572,6027646.285714285,2226404.5714285714,812950.8571428572,463401.14285714284,86890.28571428571,30952.85714285714,MO
7.0,963650.2857142857,5009409.714285715,19014897.42857143,4548252.857142857,4701485.142857143,2277523.714285714,2932422.0,2772356.5714285714,1060006.2857142857,450018.0,213383.42857142858,51215.71428571428,8233.714285714286,MS
7.0,523441.71428571426,1601168.2857142857,6257684.285714285,1786607.7142857143,1640077.4285714286,680523.1428571428,768828.5714285715,697596.0,339964.85714285716,209440.85714285713,106398.0,19378.85714285714,8868.857142857143,MT
7.0,4299456.0,16467784.0,66469091.71428572,15125452.857142856,16237364.857142856,8320725.142857143,10719322.0,10324896.57142857,3495553.1428571427,1305243.4285714286,734889.4285714285,168988.57142857142,36655.71428571428,NC
7.0,333136.28571428574,1187017.7142857143,4592350.857142857,1267124.857142857,1212381.142857143,579012.5714285715,565870.2857142857,464382.0,231456.57142857142,168123.42857142858,83572.28571428571,14956.285714285714,5471.428571428572,ND
7.0,834798.2857142857,3023737.714285714,12996605.142857144,3504336.8571428573,3283190.8571428573,1575399.7142857143,1856872.2857142857,1633022.857142857,608431.1428571428,329982.28571428574,163536.0,30641.714285714286,11191.42857142857,NE
7.0,555296.0,2157620.0,10494813.714285715,2490498.285714286,2512552.8571428573,1235446.2857142857,1581337.4285714286,1695127.4285714286,709120.0,222976.57142857142,38919.71428571428,4423.428571428572,4411.714285714285,NH
7.0,4625119.428571428,13191920.57142857,63724094.0,19799789.714285713,15953522.857142856,7028062.857142857,8493210.0,8018223.428571428,2913984.285714286,1064058.0,350238.0,67487.71428571429,35517.142857142855,NJ
7.0,947471.1428571428,3243384.8571428573,15155233.42857143,4147045.1428571427,3941675.1428571427,1852823.7142857143,2117624.8571428573,1664494.2857142857,701319.4285714285,434827.71428571426,231643.7142857143,54426.57142857143,9352.857142857143,NM
7.0,1593715.7142857143,4475068.285714285,16991906.57142857,5191383.714285715,3929822.285714286,1973129.142857143,2615646.285714286,2307430.285714286,449034.5714285714,243539.42857142858,220536.85714285713,43521.142857142855,17862.85714285714,NV
7.0,11874013.714285715,27210404.285714287,146844936.0,46083786.28571428,36303305.428571425,16865922.285714287,21040972.85714286,18534164.0,5211608.571428572,1848334.857142857,699591.4285714285,150172.85714285713,107077.42857142857,NY
7.0,5069602.285714285,18309281.714285713,80787349.14285715,21467440.85714286,19610105.14285714,9652820.857142856,12263048.857142856,12083519.714285715,3718668.8571428573,1295267.7142857143,539702.2857142857,112205.42857142857,44569.42857142857,OH
7.0,1606383.7142857143,6279774.285714285,25399351.14285714,6515896.857142857,6285145.714285715,2981596.8571428573,3747272.5714285714,3788957.4285714286,1241528.5714285714,541008.2857142857,245623.7142857143,42220.0,10101.142857142857,OK
7.0,2229547.714285714,6151878.285714285,24727394.57142857,7283312.0,6181523.714285715,2807859.714285714,3213801.714285714,3317125.714285714,1120416.0,521542.28571428574,213120.2857142857,45674.857142857145,23018.285714285714,OR
7.0,6149527.714285715,19464592.285714287,84856766.28571428,23983206.85714286,20685990.57142857,9990412.285714285,12506521.142857144,11614623.714285715,3658090.5714285714,1520284.857142857,746065.1428571428,111435.14285714286,40136.0,PA
7.0,473079.4285714286,1641550.5714285714,7698371.714285715,2182368.0,2033943.4285714286,903323.7142857143,1081438.857142857,1045531.4285714285,345105.71428571426,79726.28571428571,18270.285714285714,5060.571428571428,3603.4285714285716,RI
7.0,1928723.7142857143,8239530.285714285,34133936.0,8216667.714285715,8438145.142857144,4256631.714285715,5378961.428571428,5144950.0,1628611.7142857143,611009.7142857143,361568.28571428574,79376.0,18014.285714285714,SC
